HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TEM0PF1Q5XBAEZ87DLJBNFDC2OD07,A1UTUD62RHWAQG,Approved,"Tue Apr 05 03:44:34 PDT 2016","Tue Apr 05 03:45:23 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",369J354OFDA909VEBS28Q9S12XRG6M,A7Y57LYUL8SPF,Approved,"Tue Apr 05 03:47:08 PDT 2016","Tue Apr 05 03:48:00 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3UJ1CZ6IZHPG7A4R19MKNHX4UDA5SF,A2F4DBIF5JOUYX,Approved,"Tue Apr 05 03:49:34 PDT 2016","Tue Apr 05 03:50:15 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",34Q075JO1XDHIJJWRK1OALE4N5M106,AN2GMCKM5CLG8,Approved,"Tue Apr 05 03:50:39 PDT 2016","Tue Apr 05 03:51:27 PDT 2016",  This was a great HIT! Please make more like this!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",32ZKVD547FNEC90LC4CWIVPKCTX3BM,AVITMH13DZTU8,Approved,"Tue Apr 05 03:57:21 PDT 2016","Tue Apr 05 03:57:55 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3GDTJDAPVUBWWXAOFAX1NS8P4ETM8M,A4THBAII1R7QK,Approved,"Tue Apr 05 03:58:32 PDT 2016","Tue Apr 05 03:59:10 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3YDGXNSEOZUGS7LI96X51YRPIN984E,AP9WIQ4P78XLH,Approved,"Tue Apr 05 04:06:54 PDT 2016","Tue Apr 05 04:08:37 PDT 2016",Interesting HIT. Shows how much we don't pay attention to the media we consume. Thanks!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3MMN5BL1WZ4AV04I3T25WB0EOS23MC,AZ38576J29BC8,Approved,"Tue Apr 05 04:11:31 PDT 2016","Tue Apr 05 04:12:03 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3R8YZBNQ9HIJHY3XXYCCQ1WZ3VKQ7Q,ARL1RARTYFMKH,Approved,"Tue Apr 05 04:12:34 PDT 2016","Tue Apr 05 04:13:06 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3KWTYT08703T3X91H0PJBVJ92J2L5H,A2VMMCYW21LBYQ,Approved,"Tue Apr 05 04:12:31 PDT 2016","Tue Apr 05 04:13:12 PDT 2016",  I didn't pay attention to some of the details I guess,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3DY4FPOOA1OL4PJTSB4S15M7LZTVRO,A2BUNPETB9YKPB,Approved,"Tue Apr 05 04:12:38 PDT 2016","Tue Apr 05 04:13:31 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RWE2M8QWHAKWQQLW7ZM7SR7Q6S0NE,A2SD10MLZVQZXV,Approved,"Tue Apr 05 04:15:25 PDT 2016","Tue Apr 05 04:16:18 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZPPDN2SLVWYYE1L34FWAGYRFIL9EA,A25VTM00CZEPHM,Approved,"Tue Apr 05 04:24:29 PDT 2016","Tue Apr 05 04:25:42 PDT 2016",I made sure that I wasn't interrupted while doing this task.  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VJ40NV2QIN3UKNOVON96STHDRUOTT,A10NETRDC5VLFP,Approved,"Tue Apr 05 04:25:07 PDT 2016","Tue Apr 05 04:25:48 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3DY4FPOOA1OL4PJTSB4S15M7LZURVL,A3N47GH8JA99G7,Approved,"Tue Apr 05 04:25:40 PDT 2016","Tue Apr 05 04:26:24 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",33PPUNGG3852D9O3T8TVMBZ39A0ZRT,A35FHY70T3PL8I,Approved,"Tue Apr 05 04:25:59 PDT 2016","Tue Apr 05 04:26:41 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",31EUONYN2V3I7CRD0JNO7AH2ACAOV9,A2AXBFNWVGS69I,Approved,"Tue Apr 05 04:25:57 PDT 2016","Tue Apr 05 04:26:54 PDT 2016", Thanks.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z2R0DQ0JHENYUGMIV0H0TQD9CC2EC,AZTLLMH315ZDI,Approved,"Tue Apr 05 04:25:57 PDT 2016","Tue Apr 05 04:27:38 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3A4TN5196KICGMZQ5PXTX9WCDJGHCF,A1W240476Q1SDK,Approved,"Tue Apr 05 04:26:37 PDT 2016","Tue Apr 05 04:27:46 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",35H6S234SA0BKC6UUWJHMC1CCOF56V,A1GFP2GFVMGFRG,Approved,"Tue Apr 05 04:27:52 PDT 2016","Tue Apr 05 04:28:31 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3UJ1CZ6IZHPG7A4R19MKNHX4UDBS53,A2O64WRF3XM31Z,Approved,"Tue Apr 05 04:28:37 PDT 2016","Tue Apr 05 04:29:08 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3YW4XOSQKQLXY5VCPRF8ZS2B3UR1UA,AZN83WTGUR1JZ,Approved,"Tue Apr 05 04:27:52 PDT 2016","Tue Apr 05 04:29:47 PDT 2016",  Wasn't able to read the whole blurb.  Guess I took too long looking at it first.  Thank you.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",304SM51WA34IWQL02JDXQ3XW49XBSN,A1M7SLIGEI3IH5,Approved,"Tue Apr 05 04:28:46 PDT 2016","Tue Apr 05 04:29:58 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3PS7W85Z8Z20NXJITZ4R92YSIS89T0,A2KW26KE43UBRS,Approved,"Tue Apr 05 04:29:33 PDT 2016","Tue Apr 05 04:30:40 PDT 2016",  Thank YOU,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",30X31N5D63QDDGG8W5D1VSDQMRDASS,A2KHV2D09JAWPC,Approved,"Tue Apr 05 04:30:46 PDT 2016","Tue Apr 05 04:31:33 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3LUY3GC63Z0YHM2IXLXNQW6PYZZP7Z,A3IAPGDXU9LA1B,Approved,"Tue Apr 05 04:30:56 PDT 2016","Tue Apr 05 04:31:56 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QL2OFSM96I4QIL18NS62TT8ZVPCNJ,A2APPZDU0VS9LN,Approved,"Tue Apr 05 04:37:07 PDT 2016","Tue Apr 05 04:37:41 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VZLGYJEYLAMA5AF27ZNBTLRARLXZN,A248TO3PTV0K5P,Approved,"Tue Apr 05 04:40:36 PDT 2016","Tue Apr 05 04:41:10 PDT 2016",  nice survey ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3FE2ERCCZX852SUHE7EP1ISKOOAOPP,A2A7VABUK61FFH,Approved,"Tue Apr 05 04:39:43 PDT 2016","Tue Apr 05 04:41:25 PDT 2016",  I tried to read it as fast as possible and remember the guys name,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3K9FOBBF2HJXTMF7L0L55CJVT43NLA,A1HH2KZIFLXRJL,Approved,"Tue Apr 05 04:41:30 PDT 2016","Tue Apr 05 04:42:16 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",386CSBG1OZM0DYPSEO7KKNW38K26Q9,AM47KWCDSFQYG,Approved,"Tue Apr 05 04:44:47 PDT 2016","Tue Apr 05 04:45:22 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TPWUS5F891UDCUF0OJTYC6ZS7TWCU,AE1BMV73D4G18,Approved,"Tue Apr 05 04:44:40 PDT 2016","Tue Apr 05 04:45:28 PDT 2016","  Interesting hit, I liked it!",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3NPFYT4IZC4MJOFACFBYQM5LZ1SGXI,A2VE5IV9OD2SK1,Approved,"Tue Apr 05 04:45:06 PDT 2016","Tue Apr 05 04:46:09 PDT 2016","  I didn't know what was expected, so I didn't really have a strategy. ",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IXEICO792JD5EHKVS1FPS7QSR0T69,AFZWNN8CDJF09,Approved,"Tue Apr 05 04:45:20 PDT 2016","Tue Apr 05 04:46:14 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3II4UPYCOJ7ZY747OBFYQT6VP6OQDK,AH7HHYWHK738C,Approved,"Tue Apr 05 04:45:34 PDT 2016","Tue Apr 05 04:46:41 PDT 2016",  i was too slow,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RGU30DZTA8LGE676EUSCIH3KPPMJ8,A3EYWJCIO1MG9W,Approved,"Tue Apr 05 04:45:43 PDT 2016","Tue Apr 05 04:47:05 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",34PGFRQONOBHLQ0LAG0FLGJUIR2WJ8,A1XAOEDK0Y2KBT,Approved,"Tue Apr 05 04:47:24 PDT 2016","Tue Apr 05 04:48:09 PDT 2016",Interesting study!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z4AIRP3C6DPF9P7UWQVJZ1FXC9X1Z,A2Q006N8NLIFZ5,Approved,"Tue Apr 05 04:51:36 PDT 2016","Tue Apr 05 04:52:24 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3PW9OPU9PQKOETMA6752T97JK3821T,A2INGJGV68KLWA,Approved,"Tue Apr 05 04:53:33 PDT 2016","Tue Apr 05 04:54:11 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",35H6S234SA0BKC6UUWJHMC1CCOG56W,A1KAEEF53CXL9O,Approved,"Tue Apr 05 04:53:25 PDT 2016","Tue Apr 05 04:54:45 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3XIQGXAUMC83QV49JC74K9SS0Y9X7W,A2T315M1XTWXQC,Approved,"Tue Apr 05 04:53:59 PDT 2016","Tue Apr 05 04:55:06 PDT 2016",  I should have skimmed faster.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3U5NZHP4LR2VAB8UAUJZH9VJC2WHPU,A35OGKV242IJ78,Approved,"Tue Apr 05 04:53:25 PDT 2016","Tue Apr 05 04:55:14 PDT 2016",  thank you!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3AZHRG4CU4KDSMXBEOF7YET1LP3030,A1G3KH4F058XY0,Approved,"Tue Apr 05 04:54:45 PDT 2016","Tue Apr 05 04:55:29 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",324G5B4FB38VT5YYG0IXBV5HQRP075,A5OJ7FHDAEHR9,Approved,"Tue Apr 05 04:56:11 PDT 2016","Tue Apr 05 04:57:04 PDT 2016",  I only was able to read his comment,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3MB8LZR5BFTWLGU4ONTPDK2RZ9ZKL3,AL3UGBNTPA0I7,Approved,"Tue Apr 05 04:57:12 PDT 2016","Tue Apr 05 04:58:13 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3UJ1CZ6IZHPG7A4R19MKNHX4UDD5SI,A2OQ2LDWQG6V0N,Approved,"Tue Apr 05 04:59:18 PDT 2016","Tue Apr 05 05:00:03 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3WOKGM4L71G2EBQXXMZZMHRCGGZ0OV,A2XSOOBL4HGQJQ,Approved,"Tue Apr 05 05:01:10 PDT 2016","Tue Apr 05 05:02:08 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3L0KT67Y8EGE9YEBCBRHYEVXPIGSYK,AFKZZEURTCR8U,Approved,"Tue Apr 05 05:04:43 PDT 2016","Tue Apr 05 05:05:18 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3R6P78PK7KBF276Q75A11JKFM55GT0,A273DS7TQWR9M1,Approved,"Tue Apr 05 05:05:27 PDT 2016","Tue Apr 05 05:06:38 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3KAKFY4PGU2OZHERIE4D4ITX7JK3IY,AUGCETGD2JOQP,Approved,"Tue Apr 05 05:07:03 PDT 2016","Tue Apr 05 05:08:26 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Y5140Z9DXGV66JEGC1KHLWYCFBIPO,AODFPL2AKAV7Y,Approved,"Tue Apr 05 05:07:21 PDT 2016","Tue Apr 05 05:08:45 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TMFV4NEP8ES1942JC3OWQAG2G9W8P,A1I20G9FII2FN5,Approved,"Tue Apr 05 05:09:30 PDT 2016","Tue Apr 05 05:10:29 PDT 2016",  Thanks,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZPBJO59KP1MLE545LS4HFEUYJUHDH,A1EQN91S6T820I,Approved,"Tue Apr 05 05:13:09 PDT 2016","Tue Apr 05 05:13:44 PDT 2016",  thanks,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",323Q6SJS8IGJJYJ0WRNU5FHFAWAHFS,A3F8G26PENQ6EO,Approved,"Tue Apr 05 05:13:27 PDT 2016","Tue Apr 05 05:15:08 PDT 2016",  I honestly don't look at the name of the person posting. I am more interested in the information being shared.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3Z4GS9HPNVA9BGYI1Z36QAF4Y5V77C,A10LQ8RUWDUI5U,Approved,"Tue Apr 05 05:15:08 PDT 2016","Tue Apr 05 05:15:57 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3CP1TO84PT1N2BNT7U7EWZK0WJE25C,A3PJ51GS2AKBO6,Approved,"Tue Apr 05 05:17:22 PDT 2016","Tue Apr 05 05:18:01 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3FPRZHYEPY7TLNYRHL3WJ7JRFLGV3N,A355FT7B29YWSL,Approved,"Tue Apr 05 05:17:57 PDT 2016","Tue Apr 05 05:19:45 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",31UV0MXWNQCRDW1VWXS6JFRHLFBI53,A238E0GO6JF2XP,Approved,"Tue Apr 05 05:20:43 PDT 2016","Tue Apr 05 05:21:41 PDT 2016","  Very fun, I believe I was 2/3 in the questions.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JMSRU9HQIUWVLEO65KS2YNO6A6VEE,A2E2UARVOVDR9Y,Approved,"Tue Apr 05 05:20:45 PDT 2016","Tue Apr 05 05:21:49 PDT 2016",  That was insanely short!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3NPFYT4IZC4MJOFACFBYQM5LZ1UGXK,A1G4TMPA92W11A,Approved,"Tue Apr 05 05:25:42 PDT 2016","Tue Apr 05 05:27:12 PDT 2016",  It was fun!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3LEP4MGT3G0CU12I5TI8V4BW36PDBX,A3DLK5U6ZB1MSV,Approved,"Tue Apr 05 05:27:44 PDT 2016","Tue Apr 05 05:28:19 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3K2755HG5S327IEYAV44EU2HI4HDFF,A2YX223SR957X7,Approved,"Tue Apr 05 05:28:50 PDT 2016","Tue Apr 05 05:29:29 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3ZPBJO59KP1MLE545LS4HFEUYJVHDI,A2QSAOQ838LIII,Approved,"Tue Apr 05 05:31:49 PDT 2016","Tue Apr 05 05:33:19 PDT 2016", Intersting.  I actually read the post and still froze on the answers,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QRYMNZ7FYHLCZNCU9NWR3TCNHRTNL,A24WRYRST9NJK0,Approved,"Tue Apr 05 05:32:52 PDT 2016","Tue Apr 05 05:34:02 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3TPWUS5F891UDCUF0OJTYC6ZS7VWCW,A183HI4ZV77GJU,Approved,"Tue Apr 05 05:33:24 PDT 2016","Tue Apr 05 05:34:11 PDT 2016",  I read too slow,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3SNLUL3WO4NAOCZGI1XRJ7BP10ZULC,ADQ7ZBGC7693K,Approved,"Tue Apr 05 05:34:40 PDT 2016","Tue Apr 05 05:35:40 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",33TIN5LC04AW4JIC35RQHJQ7XUT9YS,A3F699LOI9WC88,Approved,"Tue Apr 05 05:35:30 PDT 2016","Tue Apr 05 05:37:20 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",36DSNE9QZ5Y9GHRJJU954M68FP5OJQ,A21M36FU678180,Approved,"Tue Apr 05 05:39:07 PDT 2016","Tue Apr 05 05:40:02 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QECW5O0KH1HMAH6Q9RAXMTQWWT5T9,AAAL3L6FQ8V6Z,Approved,"Tue Apr 05 05:49:23 PDT 2016","Tue Apr 05 05:50:10 PDT 2016","  I read the article closely to get the details on it, but didn't really focus on who posted it.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3K5TEWLKGVB8BQGA2OAJNDLGY3EVIO,APDZX0GWOK1GG,Approved,"Tue Apr 05 05:48:41 PDT 2016","Tue Apr 05 05:50:18 PDT 2016","  Glad to know that it's okay that I didn't remember, I was still reading! Thanks :)",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3CCZ6YKWR7JY2V8SS3MT6MSE2PQ95D,A3DGA7BHDLXJND,Approved,"Tue Apr 05 05:52:57 PDT 2016","Tue Apr 05 05:53:39 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3QY7M81QH7MX6V52KTSFUFKQ4PXK7X,A8VAYDSZ6Z6K4,Approved,"Tue Apr 05 05:54:06 PDT 2016","Tue Apr 05 05:55:14 PDT 2016",  It was hard! I mostly got that there was an earthquake in Thailand that killed people.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3LQ8PUHQFLS3TPLQXZTF8CU7QO4HIL,AS54SRIOATONH,Approved,"Tue Apr 05 05:54:27 PDT 2016","Tue Apr 05 05:56:15 PDT 2016","Just tried to pick up the basics - who, when, where, how",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RWE2M8QWHAKWQQLW7ZM7SR7Q6WN05,A1C2DNTXTATTKM,Approved,"Tue Apr 05 05:58:34 PDT 2016","Tue Apr 05 05:59:35 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3SNLUL3WO4NAOCZGI1XRJ7BP100ULD,A1VI3SOIHT6Y0D,Approved,"Tue Apr 05 05:58:33 PDT 2016","Tue Apr 05 05:59:40 PDT 2016","  Didn't know how detailed you'd be asking, and I figured you'd be asking for my impressions of the guy, not the news, so I spent most of my time reading his comment, not the news article",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3A1PQ49WVHHSTJPSPS89GDDL9MT1HD,A369XWN68IMUH3,Approved,"Tue Apr 05 05:58:49 PDT 2016","Tue Apr 05 05:59:45 PDT 2016", Interesting,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3N4BPTXIO8SZ46HYX1LQ47YAC0VUKA,A1GHMM8WNMYZSN,Approved,"Tue Apr 05 05:58:51 PDT 2016","Tue Apr 05 06:00:22 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",39LNWE0K4UW8YBRAXY0ERRJXKW6UIZ,A22I19IP73HB0D,Approved,"Tue Apr 05 05:58:01 PDT 2016","Tue Apr 05 06:00:45 PDT 2016",  It was very quick to capture all text. gave us more work to do. thanks,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3EG49X351UCKMVQ4022CEVSW5NS6X9,A1ZPYSX30BDIVW,Approved,"Tue Apr 05 06:00:50 PDT 2016","Tue Apr 05 06:01:33 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3KAKFY4PGU2OZHERIE4D4ITX7JMI3F,A2N9AKAOR17XB3,Approved,"Tue Apr 05 06:01:28 PDT 2016","Tue Apr 05 06:02:55 PDT 2016",  I expected short but not this short to remember the name of the poster.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3OCHAWUVGOKRLABT26WDOEXE6ICXK5,AAAAHY0L9JEFO,Approved,"Tue Apr 05 06:03:40 PDT 2016","Tue Apr 05 06:04:36 PDT 2016","  I have not done a hit like this before, I enjoyed it.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3G2UL9A02DEQ7GKDIPYEKWF83UD76F,A20DXS7YX3UGS2,Approved,"Tue Apr 05 06:04:11 PDT 2016","Tue Apr 05 06:05:03 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3JJVG1YBEBXHQONPQN0PXSN4QPUB5Q,A1RDQFNF6LD25Z,Approved,"Tue Apr 05 06:09:16 PDT 2016","Tue Apr 05 06:09:49 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",38JBBYETQOAX18V9M9J5T8NBTQCE4O,A1L2N1X8U8Z3W7,Approved,"Tue Apr 05 06:10:05 PDT 2016","Tue Apr 05 06:10:39 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3I0BTBYZAXLE8PUZ398XO8PEUQ10Y9,A2LFM01A16YPKG,Approved,"Tue Apr 05 06:09:54 PDT 2016","Tue Apr 05 06:10:40 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3D4CH1LGEATWISXC9Z5KAJJ3SY4G92,A17AH7B74XRKX1,Approved,"Tue Apr 05 06:13:40 PDT 2016","Tue Apr 05 06:15:05 PDT 2016",  :),Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3CFVK00FWLLPM19FMJZO31X9YEIL62,A1O1UAIBGUX0KY,Approved,"Tue Apr 05 06:13:57 PDT 2016","Tue Apr 05 06:15:27 PDT 2016",  Feeling self conscious about my photo and short term memory!,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3XCC1ODXDLBTZHNC6CAIVINZ47JQRU,A2Q0KK9YL1O7B6,Approved,"Tue Apr 05 06:15:56 PDT 2016","Tue Apr 05 06:16:57 PDT 2016", ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3RU7GD8VPOTK0KMALOVYLN2LLDGSPT,A2UX7ZJEGGU5,Approved,"Tue Apr 05 06:16:05 PDT 2016","Tue Apr 05 06:17:55 PDT 2016", I didn't have a strategy and don't think I did very well.,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3VSOLARPKB9VOGLOEKY0RPUUOT039I,A3JE938K7DZN83,Approved,"Tue Apr 05 06:18:07 PDT 2016","Tue Apr 05 06:18:50 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3DUZQ9U6SMOX54J6704XRFR371HVSH,A9BIA53LUDGWQ,Approved,"Tue Apr 05 06:18:49 PDT 2016","Tue Apr 05 06:21:06 PDT 2016","  The time was too short, but the messgae from the user was good.  He had different first and second sentiments.  Heart, then thoughts and prayers.",Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3IRIK4HM3AKWJXF9966P0I7M4556C8,A1FBO95OVBYOH1,Approved,"Tue Apr 05 06:20:37 PDT 2016","Tue Apr 05 06:21:19 PDT 2016",  ,Complete HIT,
32TMVRKDGNYE6NNOJ4R3CEV1B3748G,"Facebook impressions","",3WZ36BJEV3GJBQYFRJIN08TI6SFTBY,A9OY4JHO7BQ7P,Approved,"Tue Apr 05 06:25:44 PDT 2016","Tue Apr 05 06:26:31 PDT 2016",  ,Complete HIT,
